TStamp Europe/Helsinki	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1515235966926	62,263050	25,679718	162,075558	8,000000	1,780886	203,869873
1515235967912	62,263043	25,679704	162,107992	8,000000	1,763507	204,455109
1515235968923	62,263020	25,679678	162,145637	8,000000	1,766525	202,185043
1515235969927	62,263003	25,679664	162,199012	8,000000	1,770448	202,050064
1515235970925	62,262991	25,679661	162,242941	8,000000	1,764441	200,370255
1515235971923	62,262979	25,679655	162,283973	8,000000	1,752646	200,380447
1515235972930	62,262965	25,679642	162,329430	8,000000	1,729428	197,266418
1515235973926	62,262952	25,679640	162,365082	8,000000	1,700461	189,908447
1515235974929	62,262941	25,679633	162,401376	8,000000	1,664140	188,373001
1515235975926	62,262929	25,679628	162,443193	8,000000	1,636196	188,498001
1515235976912	62,262909	25,679620	162,478929	8,000000	1,644490	197,487350
1515235977928	62,262885	25,679601	162,499471	8,000000	1,664202	196,269104
1515235978933	62,262859	25,679583	162,512685	8,000000	1,704636	197,293594
1515235979933	62,262843	25,679570	162,528123	8,000000	1,731686	202,071304
1515235980925	62,262826	25,679553	162,546807	8,000000	1,730307	202,705719
1515235981917	62,262811	25,679535	162,568350	8,000000	1,724966	205,309982
1515235982947	62,262801	25,679529	162,601275	8,000000	1,725479	206,803558
1515235983926	62,262790	25,679513	162,633855	8,000000	1,739584	212,262665
1515235984927	62,262775	25,679489	162,670611	6,000000	1,774479	211,836014
1515235985923	62,262755	25,679463	162,709088	6,000000	1,815423	213,839661
1515235986934	62,262735	25,679428	162,742691	6,000000	1,847744	213,909576
1515235987943	62,262714	25,679406	162,773402	6,000000	1,864861	212,992340
1515235988936	62,262698	25,679384	162,826451	6,000000	1,878256	212,438522
1515235989919	62,262680	25,679363	162,879650	6,000000	1,895948	221,971603
1515235990938	62,262665	25,679333	162,936208	6,000000	1,914621	222,703461
1515235991920	62,262651	25,679300	162,997228	6,000000	1,944454	221,888489
1515235992938	62,262639	25,679268	163,051134	6,000000	1,948437	222,177704
1515235993924	62,262628	25,679249	163,105871	6,000000	1,932781	223,013641
1515235994923	62,262608	25,679225	163,125686	6,000000	1,923283	222,404312
1515235995933	62,262592	25,679201	163,143323	6,000000	1,910354	219,220978
1515235996914	62,262583	25,679181	163,146375	6,000000	1,883386	223,576218
1515235997911	62,262578	25,679167	163,179022	6,000000	1,864174	220,078903
1515235998933	62,262560	25,679139	163,208227	6,000000	1,858882	214,792053
1515235999934	62,262547	25,679123	163,229407	6,000000	1,846831	213,732513
1515236000934	62,262538	25,679106	163,266603	6,000000	1,851859	208,448746
1515236001928	62,262516	25,679087	163,278585	6,000000	1,851116	209,324066
1515236002932	62,262504	25,679071	163,285852	6,000000	1,844364	208,730515
1515236003927	62,262488	25,679055	163,278315	6,000000	1,839247	207,206161
1515236004916	62,262473	25,679035	163,281238	6,000000	1,836389	208,795181
1515236005928	62,262457	25,679008	163,278973	6,000000	1,846195	207,642197
1515236006925	62,262438	25,678988	163,270793	6,000000	1,837839	221,564163
1515236007933	62,262425	25,678962	163,259977	6,000000	1,822900	223,559387
1515236008936	62,262414	25,678927	163,239791	6,000000	1,804366	217,775253
1515236009933	62,262403	25,678904	163,217717	6,000000	1,784708	208,757950
1515236010935	62,262388	25,678885	163,206075	6,000000	1,747727	210,339279
1515236011929	62,262383	25,678870	163,185464	6,000000	1,702304	214,577423
1515236012930	62,262375	25,678853	163,161369	6,000000	1,652659	222,811493
1515236013937	62,262370	25,678845	163,129889	6,000000	1,605078	216,800430
1515236014928	62,262359	25,678833	163,102859	6,000000	1,586434	217,411835
1515236015926	62,262347	25,678808	163,075630	6,000000	1,578629	213,763092
1515236016919	62,262334	25,678796	163,072036	6,000000	1,564233	215,179886
1515236017930	62,262329	25,678785	163,080709	6,000000	1,531791	213,688370
1515236018934	62,262315	25,678757	163,088522	6,000000	1,518862	212,665146
1515236019923	62,262303	25,678744	163,077141	6,000000	1,521407	200,735474
1515236020932	62,262287	25,678734	163,066635	6,000000	1,536018	201,073563
1515236021925	62,262271	25,678718	163,062086	6,000000	1,561073	202,400314
1515236022936	62,262250	25,678699	163,049469	6,000000	1,598412	202,457794
1515236023919	62,262227	25,678681	163,052275	6,000000	1,620983	200,417770
1515236024921	62,262219	25,678676	163,045119	6,000000	1,623403	199,179794
1515236025944	62,262210	25,678665	163,056775	6,000000	1,638785	201,701233
1515236026940	62,262193	25,678653	163,081362	6,000000	1,653906	203,373627
1515236027919	62,262180	25,678647	163,110374	6,000000	1,670433	203,477982
1515236028932	62,262167	25,678634	163,143355	6,000000	1,679930	202,980377
1515236029928	62,262152	25,678624	163,165001	6,000000	1,675547	201,170624
1515236030933	62,262135	25,678610	163,183262	6,000000	1,653994	200,694763
1515236031933	62,262125	25,678607	163,210990	6,000000	1,634962	202,997223
1515236032934	62,262109	25,678587	163,232136	6,000000	1,632862	203,480194
1515236033930	62,262096	25,678562	163,264098	6,000000	1,626412	204,128464
1515236034934	62,262081	25,678544	163,285050	6,000000	1,618011	202,409439
1515236035931	62,262067	25,678530	163,316314	6,000000	1,621044	203,177399
1515236036924	62,262058	25,678520	163,348142	6,000000	1,605126	203,699768
1515236037933	62,262049	25,678512	163,363610	6,000000	1,581025	201,522385
1515236038934	62,262040	25,678508	163,377196	6,000000	1,552990	201,231613
1515236039933	62,262028	25,678496	163,417610	6,000000	1,529107	200,056061
1515236040933	62,262015	25,678487	163,470260	6,000000	1,515323	199,845459
1515236041924	62,262002	25,678479	163,544589	6,000000	1,511232	201,179718
1515236042918	62,261988	25,678470	163,635530	6,000000	1,527740	198,353699
1515236043929	62,261970	25,678467	163,732752	6,000000	1,560851	198,045792
1515236044929	62,261945	25,678449	163,827669	6,000000	1,584731	200,066086
1515236045933	62,261924	25,678430	163,931221	6,000000	1,628926	200,146240
1515236046927	62,261903	25,678419	164,035799	6,000000	1,653373	198,689682
1515236047919	62,261875	25,678409	164,138027	6,000000	1,695458	200,460938
1515236048933	62,261844	25,678382	164,240366	8,000000	1,762141	203,711334
1515236049928	62,261825	25,678356	164,330658	8,000000	1,834019	202,631409
1515236050931	62,261794	25,678332	164,445544	8,000000	1,893650	206,575363
1515236051932	62,261767	25,678307	164,560156	8,000000	1,947386	205,217819
1515236052960	62,261744	25,678281	164,689568	8,000000	1,966151	206,506241
1515236053929	62,261727	25,678260	164,804004	8,000000	1,974699	210,798508
1515236054934	62,261703	25,678237	164,908505	8,000000	1,979542	213,241974
1515236055932	62,261687	25,678212	165,017752	8,000000	2,015879	215,154190
1515236056911	62,261661	25,678173	165,132503	6,000000	2,084998	214,073151
1515236057932	62,261637	25,678136	165,263651	6,000000	2,161161	220,585876
1515236058924	62,261609	25,678087	165,417517	6,000000	2,221500	208,348206
1515236059915	62,261583	25,678052	165,590216	6,000000	2,268050	216,852127
1515236060912	62,261566	25,678014	165,765766	8,000000	2,295437	211,413055
1515236061935	62,261542	25,677990	165,956815	8,000000	2,313909	206,731064
1515236062938	62,261519	25,677969	166,138437	8,000000	2,344864	203,388962
1515236063917	62,261492	25,677950	166,336682	8,000000	2,358735	201,441513
1515236064911	62,261464	25,677933	166,518664	8,000000	2,371487	204,279572
1515236065928	62,261434	25,677915	166,655246	8,000000	2,407098	202,774887
1515236066929	62,261406	25,677895	166,761551	8,000000	2,421768	201,945099
1515236067933	62,261381	25,677869	166,847775	8,000000	2,413646	199,759476
1515236068918	62,261355	25,677851	166,885740	8,000000	2,409228	200,543060
1515236069926	62,261329	25,677838	166,921024	8,000000	2,406606	198,396027
1515236070926	62,261308	25,677830	166,971636	8,000000	2,390553	195,415527
1515236071920	62,261300	25,677834	167,018687	8,000000	2,343983	194,633987
1515236072929	62,261282	25,677826	167,089962	8,000000	2,307261	198,422684
1515236073924	62,261268	25,677816	167,180462	8,000000	2,268647	202,694153
1515236074924	62,261249	25,677795	167,271517	8,000000	2,227097	199,347137
1515236075933	62,261228	25,677797	167,337555	8,000000	2,184663	193,876404
1515236076918	62,261205	25,677767	167,396413	8,000000	2,157827	211,718842
1515236077923	62,261194	25,677745	167,458162	8,000000	2,143744	211,847504
1515236078928	62,261176	25,677717	167,516837	8,000000	2,130402	210,222595
1515236079931	62,261160	25,677691	167,590223	8,000000	2,123364	205,823410
1515236080926	62,261139	25,677671	167,691247	8,000000	2,118576	202,906509
1515236081925	62,261123	25,677654	167,775872	8,000000	2,107705	178,245193
1515236082923	62,261108	25,677653	167,876921	8,000000	2,109572	196,342346
1515236083923	62,261088	25,677637	167,995196	8,000000	2,134292	196,932922
1515236084917	62,261064	25,677616	168,107956	8,000000	2,159847	198,126099
1515236085930	62,261037	25,677600	168,219603	8,000000	2,170694	193,992432
1515236086937	62,261023	25,677596	168,327217	8,000000	2,180372	194,136414
1515236087926	62,260996	25,677587	168,418071	8,000000	2,190861	192,624069
1515236088930	62,260959	25,677579	168,493377	8,000000	2,199455	191,767792
1515236089930	62,260924	25,677568	168,556437	8,000000	2,220014	198,420868
1515236090931	62,260905	25,677554	168,622086	8,000000	2,245248	196,279953
1515236091916	62,260876	25,677535	168,709220	8,000000	2,279094	191,365906
1515236092912	62,260851	25,677532	168,764008	8,000000	2,286617	188,244339
1515236093929	62,260831	25,677531	168,781555	8,000000	2,302839	188,240952
1515236094932	62,260802	25,677526	168,815460	8,000000	2,310889	182,751160
1515236095934	62,260783	25,677528	168,831490	8,000000	2,292478	185,087677
1515236096930	62,260764	25,677514	168,830770	8,000000	2,266156	185,537216
1515236097932	62,260728	25,677513	168,809025	8,000000	2,227723	186,014999
1515236098930	62,260706	25,677500	168,823454	8,000000	2,189295	187,525284
1515236099917	62,260676	25,677495	168,860020	8,000000	2,147881	172,996399
1515236100931	62,260646	25,677508	168,902948	8,000000	2,131277	174,684113
1515236101921	62,260634	25,677508	168,928803	8,000000	2,099828	179,275238
1515236102927	62,260621	25,677507	168,939793	8,000000	2,057796	186,316010
1515236103930	62,260606	25,677494	168,965704	8,000000	2,025124	187,333038
1515236104936	62,260593	25,677486	169,007579	8,000000	2,003117	191,992538
1515236105932	62,260580	25,677473	169,058764	8,000000	1,981163	190,305145
1515236106917	62,260562	25,677465	169,103574	8,000000	1,974188	189,446640
1515236107931	62,260545	25,677466	169,179376	8,000000	1,948181	190,882584
1515236108930	62,260527	25,677461	169,275293	8,000000	1,917884	200,562607
1515236109914	62,260484	25,677433	169,378037	8,000000	1,912001	202,688583
1515236110934	62,260469	25,677413	169,485835	8,000000	1,923619	205,784256
1515236111932	62,260438	25,677376	169,569641	8,000000	1,920080	209,554169
1515236112933	62,260424	25,677348	169,645397	8,000000	1,900142	234,292236
1515236113931	62,260398	25,677290	169,729070	8,000000	1,888225	231,236160
1515236114930	62,260384	25,677258	169,808207	8,000000	1,886116	233,926407
1515236115932	62,260375	25,677238	169,915198	8,000000	1,909039	224,925705
1515236116925	62,260344	25,677181	170,044178	8,000000	1,953862	224,881912
1515236117923	62,260325	25,677146	170,195692	8,000000	1,979298	225,303528
1515236118924	62,260306	25,677105	170,360556	8,000000	1,968621	225,431030
1515236119928	62,260295	25,677077	170,534945	8,000000	1,949843	227,366592
1515236120926	62,260284	25,677038	170,705426	8,000000	1,948891	230,038666
1515236121928	62,260272	25,677009	170,854365	8,000000	1,947687	229,699097
1515236122930	62,260259	25,676978	170,983451	8,000000	1,947130	231,293732
1515236123930	62,260246	25,676940	171,100619	8,000000	1,933597	229,815109
1515236124930	62,260241	25,676918	171,238380	6,000000	1,928658	227,313156
1515236125934	62,260230	25,676900	171,371346	6,000000	1,930130	225,901016
1515236126925	62,260217	25,676877	171,500138	6,000000	1,949599	228,024261
1515236127926	62,260204	25,676845	171,614223	6,000000	1,978431	223,677628
1515236128921	62,260194	25,676812	171,731599	6,000000	2,024165	215,596176
1515236129931	62,260176	25,676787	171,850502	6,000000	2,051528	215,925659
1515236130936	62,260158	25,676753	171,984434	6,000000	2,083882	214,917007
1515236131933	62,260142	25,676733	172,113264	6,000000	2,093327	212,603989
1515236132932	62,260138	25,676713	172,248539	6,000000	2,044436	209,524551
1515236133925	62,260132	25,676705	172,392462	6,000000	1,974172	214,974731
1515236134930	62,260125	25,676692	172,549620	6,000000	1,887587	219,814209
1515236135933	62,260120	25,676673	172,707266	6,000000	1,790404	217,223572
1515236136920	62,260107	25,676657	172,843147	6,000000	1,716909	220,874359
