TStamp Australia/Hobart	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1503650472000	-37.836922	145.126130	84.000000	5.400000	3.979832	235.460007
1503650473000	-37.836942	145.126095	84.300000	5.400000	4.197045	237.300003
1503650474000	-37.836955	145.126057	84.600000	5.400000	3.664822	244.830002
1503650475000	-37.836972	145.126013	84.800000	5.400000	4.011745	241.440002
1503650476000	-37.836990	145.125975	85.000000	5.400000	3.542833	241.020004
1503650477000	-37.836995	145.125938	85.200000	5.400000	3.134658	256.950012
1503650478000	-37.837007	145.125898	85.300000	5.400000	3.461507	250.899994
1503650479000	-37.837022	145.125855	85.700000	5.400000	3.791959	245.699997
1503650480000	-37.837035	145.125815	86.000000	5.400000	3.212381	246.190002
1503650481000	-37.837052	145.125782	86.500000	5.400000	2.997227	242.539993
1503650482000	-37.837063	145.125748	87.000000	5.500000	3.403858	247.070007
1503650483000	-37.837072	145.125712	87.500000	5.500000	3.241720	253.509995
1503650484000	-37.837085	145.125672	87.800000	5.400000	3.274663	251.110001
1503650485000	-37.837102	145.125633	88.300000	5.400000	3.103775	254.580002
1503650486000	-37.837128	145.125598	88.800000	5.400000	3.101201	242.559998
1503650487000	-37.837152	145.125563	89.400000	5.400000	3.239147	238.889999
1503650488000	-37.837167	145.125530	89.600000	5.400000	2.800089	248.910004
1503650489000	-37.837183	145.125497	90.200000	5.400000	2.761999	245.899994
1503650490000	-37.837200	145.125465	91.000000	5.400000	2.843840	242.160004
1503650491000	-37.837217	145.125427	91.700000	5.400000	2.872150	254.389999
1503650492000	-37.837222	145.125383	91.900000	5.400000	3.378637	256.839996
1503650493000	-37.837232	145.125335	92.200000	5.400000	3.967479	244.710007
1503650494000	-37.837248	145.125290	92.600000	5.400000	4.338079	241.639999
1503650495000	-37.837278	145.125243	92.700000	5.400000	5.018027	229.960007
1503650496000	-37.837312	145.125187	92.600000	5.400000	5.470468	227.919998
1503650497000	-37.837357	145.125133	92.700000	5.400000	5.933718	217.279999
1503650498000	-37.837397	145.125090	92.900000	5.400000	5.705181	216.179993
1503650499000	-37.837443	145.125045	93.200000	5.400000	5.948130	215.669998
1503650500000	-37.837497	145.125000	93.500000	5.400000	6.637343	212.630005
1503650501000	-37.837565	145.124957	94.100000	5.400000	7.214861	210.080002
1503650502000	-37.837637	145.124910	94.300000	5.400000	7.589579	208.940002
1503650503000	-37.837703	145.124863	94.400000	5.400000	7.583917	210.449997
1503650504000	-37.837758	145.124815	94.600000	5.400000	7.076401	214.899994
1503650505000	-37.837830	145.124763	94.800000	5.400000	7.512886	210.630005
1503650506000	-37.837898	145.124705	94.700000	5.400000	7.751717	212.300003
1503650507000	-37.837953	145.124647	94.900000	5.400000	7.441339	222.139999
1503650508000	-37.838007	145.124585	95.100000	5.400000	7.308026	224.250000
1503650509000	-37.838050	145.124525	95.300000	5.400000	6.998163	230.199997
1503650510000	-37.838097	145.124460	95.600000	5.400000	6.743376	231.380005
1503650511000	-37.838147	145.124403	96.000000	5.400000	6.633225	224.160004
1503650512000	-37.838200	145.124348	96.400000	5.400000	6.499912	221.130005
1503650513000	-37.838247	145.124298	96.600000	5.500000	5.890996	220.570007
1503650514000	-37.838293	145.124260	96.900000	5.500000	5.502895	218.149994
1503650515000	-37.838337	145.124225	97.100000	5.500000	5.110162	211.399994
1503650516000	-37.838385	145.124197	97.200000	5.400000	4.928980	206.589996
1503650517000	-37.838457	145.124173	97.000000	5.400000	5.478703	201.070007
1503650518000	-37.838520	145.124153	96.500000	5.400000	6.187991	201.979996
1503650519000	-37.838578	145.124128	95.900000	5.400000	6.222991	197.990005
1503650520000	-37.838625	145.124130	93.100000	5.400000	5.596575	190.509995
1503650521000	-37.838680	145.124115	92.500000	5.400000	5.367009	190.500000
1503650522000	-37.838738	145.124100	91.500000	5.400000	5.059720	188.149994
1503650523000	-37.838785	145.124095	90.900000	5.400000	4.066306	191.229996
1503650524000	-37.838815	145.124077	90.600000	5.400000	3.278780	218.619995
1503650525000	-37.838830	145.124052	90.100000	5.400000	2.952961	247.860001
1503650526000	-37.838838	145.124012	89.700000	5.400000	3.302458	262.190002
1503650527000	-37.838840	145.123977	89.300000	5.400000	3.272604	270.790009
1503650528000	-37.838837	145.123935	89.200000	5.400000	3.511950	271.230011
1503650529000	-37.838845	145.123895	88.700000	5.400000	3.028625	262.230011
1503650530000	-37.838852	145.123862	88.400000	5.400000	2.847443	261.890015
1503650531000	-37.838860	145.123825	88.100000	5.400000	2.940608	265.899994
1503650532000	-37.838870	145.123788	88.100000	5.400000	2.577729	264.630005
1503650533000	-37.838873	145.123757	88.000000	5.400000	2.373384	280.899994
1503650534000	-37.838873	145.123730	88.100000	5.400000	2.340957	291.529999
1503650535000	-37.838873	145.123702	87.800000	5.400000	2.342501	293.750000
1503650536000	-37.838867	145.123672	87.300000	5.400000	2.095434	301.070007
1503650537000	-37.838858	145.123657	87.900000	5.400000	1.809763	305.420013
1503650538000	-37.838850	145.123643	88.500000	5.400000	2.243674	305.070007
1503650539000	-37.838845	145.123620	88.800000	5.400000	2.023888	305.019989
1503650540000	-37.838843	145.123600	88.900000	5.400000	1.698069	296.529999
1503650541000	-37.838835	145.123563	88.400000	5.400000	2.187055	279.029999
1503650542000	-37.838838	145.123532	88.400000	5.400000	2.206100	267.470001
1503650543000	-37.838838	145.123497	87.900000	5.400000	2.053227	259.089996
1503650544000	-37.838843	145.123465	87.700000	5.400000	2.281249	265.790009
1503650545000	-37.838848	145.123437	87.400000	5.400000	2.264263	270.369995
1503650546000	-37.838852	145.123412	87.300000	5.400000	1.911164	283.489990
1503650547000	-37.838847	145.123395	87.600000	5.400000	2.099552	287.190002
1503650548000	-37.838848	145.123370	87.500000	5.400000	2.098522	283.029999
1503650549000	-37.838850	145.123345	87.500000	5.400000	2.185511	282.320007
1503650550000	-37.838850	145.123318	87.700000	5.400000	2.357428	279.630005
1503650551000	-37.838853	145.123290	87.400000	5.400000	2.143818	273.609985
1503650552000	-37.838858	145.123262	87.700000	5.400000	2.367208	273.290009
1503650553000	-37.838858	145.123233	88.100000	5.400000	2.337868	274.100006
1503650554000	-37.838857	145.123203	88.200000	5.400000	2.441842	281.000000
1503650555000	-37.838853	145.123172	88.600000	5.400000	2.431548	278.480011
1503650556000	-37.838852	145.123143	88.900000	5.400000	2.163378	273.420013
1503650557000	-37.838847	145.123110	88.800000	5.400000	2.168525	278.929993
1503650558000	-37.838840	145.123085	89.000000	5.400000	1.803587	289.619995
1503650559000	-37.838835	145.123057	89.100000	5.400000	2.247277	286.320007
1503650560000	-37.838830	145.123025	89.000000	5.400000	2.424342	280.329987
1503650561000	-37.838827	145.122988	89.100000	5.400000	2.525742	281.209991
1503650562000	-37.838828	145.122955	89.200000	5.400000	2.555081	273.339996
1503650563000	-37.838832	145.122922	89.300000	5.400000	2.560228	270.320007
1503650564000	-37.838832	145.122888	89.700000	5.400000	2.755823	273.019989
1503650565000	-37.838830	145.122853	89.700000	5.400000	2.540669	271.059998
1503650566000	-37.838827	145.122818	90.000000	5.400000	2.576699	278.540009
1503650567000	-37.838820	145.122787	90.300000	5.400000	2.605524	281.489990
1503650568000	-37.838820	145.122758	90.400000	5.400000	2.484050	282.839996
1503650569000	-37.838812	145.122718	90.400000	5.400000	2.621995	281.100006
1503650570000	-37.838808	145.122687	90.500000	5.400000	2.588538	279.359985
1503650571000	-37.838800	145.122655	90.600000	5.400000	2.385737	283.309998
1503650572000	-37.838792	145.122625	91.100000	5.400000	2.295661	285.600006
1503650573000	-37.838782	145.122600	91.300000	5.400000	2.258601	294.390015
1503650574000	-37.838767	145.122573	92.000000	5.400000	2.934946	307.109985
1503650575000	-37.838753	145.122543	92.900000	5.400000	2.901489	301.570007
1503650576000	-37.838745	145.122502	92.800000	5.400000	2.511844	287.730011
1503650577000	-37.838743	145.122468	92.900000	5.400000	2.713101	274.640015
1503650578000	-37.838742	145.122438	93.300000	5.400000	2.335809	275.329987
1503650579000	-37.838740	145.122417	93.500000	5.400000	2.154113	265.679993
1503650580000	-37.838740	145.122388	94.000000	5.400000	2.190658	267.720001
1503650581000	-37.838742	145.122358	94.000000	5.400000	2.219482	273.890015
1503650582000	-37.838742	145.122327	94.500000	5.400000	2.442872	280.029999
1503650583000	-37.838738	145.122298	94.600000	5.400000	2.571038	281.959991
1503650584000	-37.838735	145.122268	94.300000	5.400000	2.579273	287.970001
1503650585000	-37.838732	145.122230	93.900000	5.400000	2.966344	275.859985
1503650586000	-37.838733	145.122188	93.500000	5.400000	3.005978	261.339996
1503650587000	-37.838735	145.122150	92.500000	5.400000	2.760455	247.600006
1503650588000	-37.838747	145.122118	91.800000	5.400000	3.266942	221.039993
1503650589000	-37.838772	145.122092	91.300000	5.400000	3.889756	204.949997
1503650590000	-37.838810	145.122072	90.400000	5.400000	4.745739	199.360001
1503650591000	-37.838852	145.122052	89.900000	5.400000	4.846624	197.940002
1503650592000	-37.838897	145.122032	90.100000	5.400000	4.948025	196.330002
1503650593000	-37.838948	145.122003	89.500000	5.400000	5.663488	199.449997
1503650594000	-37.839003	145.121977	88.800000	5.400000	5.836950	197.369995
1503650595000	-37.839068	145.121948	87.200000	5.400000	6.326451	196.539993
1503650596000	-37.839128	145.121925	85.900000	5.400000	6.206006	194.259995
1503650597000	-37.839178	145.121902	84.600000	5.400000	6.220933	193.270004
1503650598000	-37.839242	145.121882	82.700000	5.400000	6.876174	191.679993
1503650599000	-37.839298	145.121862	81.100000	5.400000	5.267152	191.679993
1503650600000	-37.839342	145.121855	80.200000	5.400000	4.536247	184.100006
1503650601000	-37.839385	145.121850	79.900000	5.400000	4.223296	186.830002
1503650602000	-37.839438	145.121837	79.800000	5.400000	5.446276	181.110001
1503650603000	-37.839497	145.121837	79.300000	5.400000	5.670695	177.500000
1503650604000	-37.839557	145.121837	79.000000	5.400000	6.080928	179.500000
1503650605000	-37.839625	145.121832	78.400000	5.400000	6.993016	182.020004
1503650606000	-37.839692	145.121830	77.600000	5.400000	7.078975	184.649994
1503650607000	-37.839763	145.121823	77.100000	5.400000	7.500018	184.309998
1503650608000	-37.839835	145.121818	76.000000	5.400000	7.484576	183.360001
1503650609000	-37.839905	145.121828	75.600000	5.300000	7.854661	181.529999
1503650610000	-37.839978	145.121837	75.000000	5.300000	7.942678	176.880005
1503650611000	-37.840053	145.121848	74.300000	5.300000	8.126949	169.529999
1503650612000	-37.840125	145.121860	73.700000	5.300000	7.832528	173.820007
1503650613000	-37.840197	145.121862	73.000000	5.400000	7.847455	182.550003
1503650614000	-37.840272	145.121848	72.300000	5.400000	8.461004	190.300003
1503650615000	-37.840350	145.121828	71.600000	5.400000	8.711159	191.669998
1503650616000	-37.840427	145.121807	70.700000	5.400000	8.741013	192.110001
1503650617000	-37.840505	145.121788	70.100000	5.400000	8.828001	190.550003
1503650618000	-37.840585	145.121773	69.500000	5.400000	9.031831	190.229996
1503650619000	-37.840667	145.121758	69.000000	5.400000	8.743587	188.869995
1503650620000	-37.840748	145.121738	68.500000	5.400000	8.976755	190.789993
1503650621000	-37.840827	145.121725	67.700000	5.400000	8.644245	188.100006
1503650622000	-37.840902	145.121710	67.300000	5.400000	8.213423	188.720001
1503650623000	-37.840972	145.121693	66.900000	5.400000	7.585976	191.119995
1503650624000	-37.841033	145.121678	67.000000	5.400000	7.046032	191.710007
1503650625000	-37.841093	145.121658	66.900000	5.400000	7.010002	193.089996
1503650626000	-37.841157	145.121650	66.600000	5.400000	6.573003	188.539993
1503650627000	-37.841223	145.121640	66.200000	5.400000	6.574032	184.839996
1503650628000	-37.841282	145.121642	66.200000	5.400000	6.486529	174.039993
1503650629000	-37.841340	145.121643	66.400000	5.400000	6.080414	183.419998
1503650630000	-37.841388	145.121640	66.000000	5.400000	5.186341	189.410004
1503650631000	-37.841425	145.121630	65.900000	5.400000	3.875344	192.889999
1503650632000	-37.841452	145.121623	65.700000	5.400000	2.104184	200.869995
1503650633000	-37.841462	145.121613	65.800000	5.400000	1.099961	200.869995
1503650634000	-37.841468	145.121617	65.800000	5.400000	0.000000	200.869995
1503650635000	-37.841467	145.121625	65.300000	5.400000	0.000000	200.869995
1503650636000	-37.841468	145.121637	64.800000	5.400000	0.000000	200.869995
1503650637000	-37.841468	145.121637	64.800000	5.400000	0.000000	200.869995
1503650638000	-37.841468	145.121637	64.800000	5.400000	0.000000	200.869995
1503650639000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650640000	-37.841468	145.121637	64.800000	5.300000	0.000000	200.869995
1503650641000	-37.841468	145.121637	64.800000	5.300000	0.000000	200.869995
1503650642000	-37.841468	145.121637	64.800000	5.300000	0.000000	200.869995
1503650643000	-37.841468	145.121637	64.800000	5.300000	0.000000	200.869995
1503650644000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650645000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650646000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650647000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650648000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650649000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650650000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650651000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650652000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650653000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650654000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650655000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650656000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650657000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650658000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650659000	-37.841468	145.121637	64.800000	5.300000	0.000000	200.869995
1503650660000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650661000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650662000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650663000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650664000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650665000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650666000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650667000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650668000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650669000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650670000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650671000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650672000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650673000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650674000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650675000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650676000	-37.841468	145.121637	64.800000	5.200000	0.000000	200.869995
1503650677000	-37.841460	145.121603	65.100000	5.300000	2.831487	275.929993
1503650678000	-37.841455	145.121568	64.900000	5.300000	3.302458	280.029999
1503650679000	-37.841450	145.121528	64.700000	5.300000	3.429594	277.140015
1503650680000	-37.841447	145.121495	64.600000	5.400000	2.673467	272.730011
1503650681000	-37.841463	145.121470	64.500000	5.400000	2.708468	210.639999
1503650682000	-37.841492	145.121455	64.500000	5.400000	3.817180	193.339996
1503650683000	-37.841523	145.121448	64.300000	5.400000	3.847549	188.350006
1503650684000	-37.841555	145.121440	64.300000	5.400000	3.429080	188.929993
1503650685000	-37.841588	145.121432	64.400000	5.400000	3.932478	187.660004
1503650686000	-37.841622	145.121423	64.500000	5.400000	3.922183	190.389999
1503650687000	-37.841655	145.121415	64.300000	5.400000	3.666366	191.990005
1503650688000	-37.841688	145.121408	64.500000	5.400000	3.347239	189.529999
1503650689000	-37.841715	145.121405	64.200000	5.400000	2.857223	190.179993
1503650690000	-37.841745	145.121402	64.200000	5.400000	2.492800	191.070007
1503650691000	-37.841780	145.121392	64.600000	5.400000	3.509376	193.740005
1503650692000	-37.841822	145.121383	64.800000	5.400000	4.037996	186.690002
1503650693000	-37.841870	145.121380	64.700000	5.400000	4.638677	183.229996
1503650694000	-37.841915	145.121377	65.100000	5.400000	4.798241	188.229996
1503650695000	-37.841960	145.121370	65.300000	5.400000	4.604190	186.529999
1503650696000	-37.842005	145.121362	65.000000	5.400000	5.013394	187.949997
1503650697000	-37.842052	145.121352	65.300000	5.400000	5.044793	188.820007
1503650698000	-37.842105	145.121313	68.200000	5.300000	5.140531	190.220001
1503650699000	-37.842148	145.121302	68.200000	5.400000	4.968099	189.660004
1503650700000	-37.842192	145.121292	68.400000	5.400000	4.556321	191.679993
1503650701000	-37.842235	145.121287	68.400000	5.400000	4.284548	189.539993
1503650702000	-37.842273	145.121282	68.100000	5.300000	3.981376	187.479996
1503650703000	-37.842312	145.121275	67.800000	5.300000	4.216604	190.419998
1503650704000	-37.842345	145.121265	67.900000	5.400000	3.423932	198.039993
1503650705000	-37.842375	145.121255	68.100000	5.400000	3.313267	192.419998
1503650706000	-37.842408	145.121250	67.900000	5.400000	3.558275	180.880005
1503650707000	-37.842442	145.121245	68.000000	5.400000	3.251500	190.679993
1503650708000	-37.842477	145.121235	68.900000	5.400000	3.809459	192.470001
1503650709000	-37.842515	145.121225	69.300000	5.400000	4.064761	189.830002
1503650710000	-37.842555	145.121217	69.400000	5.400000	3.761075	190.270004
1503650711000	-37.842595	145.121213	69.300000	5.400000	4.154323	186.490005
1503650712000	-37.842635	145.121210	69.200000	5.400000	4.323667	186.399994
1503650713000	-37.842677	145.121208	69.400000	5.400000	4.288151	188.690002
1503650714000	-37.842717	145.121202	69.600000	5.400000	4.154838	188.850006
1503650715000	-37.842755	145.121197	69.900000	5.400000	4.146088	189.309998
1503650716000	-37.842792	145.121195	70.200000	5.400000	4.156897	186.669998
1503650717000	-37.842833	145.121193	70.200000	5.400000	4.248003	189.710007
1503650718000	-37.842868	145.121188	70.600000	5.400000	3.649895	188.759995
1503650719000	-37.842907	145.121187	71.000000	5.400000	4.402419	189.720001
1503650720000	-37.842945	145.121182	71.300000	5.400000	4.384919	191.460007
1503650721000	-37.842982	145.121177	71.500000	5.400000	4.201163	188.789993
1503650722000	-37.843020	145.121170	70.700000	5.400000	4.050349	188.839996
1503650723000	-37.843057	145.121147	71.500000	5.300000	3.792473	191.059998
1503650724000	-37.843090	145.121138	71.100000	5.300000	3.655042	193.500000
1503650725000	-37.843122	145.121113	71.900000	5.300000	3.200543	213.399994
1503650726000	-37.843140	145.121083	72.700000	5.300000	3.214955	235.509995
1503650727000	-37.843148	145.121048	73.500000	5.300000	3.646292	263.079987
1503650728000	-37.843147	145.121005	74.100000	5.400000	4.060129	272.850006
1503650729000	-37.843142	145.120960	74.800000	5.400000	4.369992	280.100006
1503650730000	-37.843137	145.120908	75.200000	5.400000	4.920230	280.339996
1503650731000	-37.843128	145.120850	75.500000	5.400000	5.453997	284.679993
1503650732000	-37.843122	145.120785	75.600000	5.400000	5.923938	278.149994
1503650733000	-37.843118	145.120715	75.700000	5.400000	6.143210	274.799988
1503650734000	-37.843113	145.120645	75.600000	5.400000	6.146298	276.839996
1503650735000	-37.843105	145.120577	75.800000	5.400000	6.016588	278.529999
1503650736000	-37.843098	145.120508	75.900000	5.400000	5.932688	281.320007
1503650737000	-37.843088	145.120432	75.500000	5.400000	6.377409	282.339996
1503650738000	-37.843078	145.120353	75.200000	5.400000	6.496309	279.750000
1503650739000	-37.843072	145.120275	74.800000	5.400000	6.684183	277.510010
1503650740000	-37.843068	145.120193	74.200000	5.400000	6.791245	273.540009
1503650741000	-37.843065	145.120113	73.500000	5.400000	6.787642	267.420013
1503650742000	-37.843072	145.120035	72.500000	5.400000	6.909631	253.639999
1503650743000	-37.843100	145.119963	71.800000	5.400000	7.033679	237.199997
1503650744000	-37.843142	145.119903	71.200000	5.400000	6.861247	222.899994
1503650745000	-37.843193	145.119848	70.000000	5.400000	6.844776	218.110001
1503650746000	-37.843247	145.119800	68.700000	5.400000	6.710948	214.610001
1503650747000	-37.843298	145.119752	67.600000	5.400000	6.796907	215.080002
1503650748000	-37.843352	145.119708	66.700000	5.400000	6.828305	213.119995
1503650749000	-37.843405	145.119665	65.800000	5.400000	6.823158	212.399994
1503650750000	-37.843455	145.119623	65.100000	5.400000	6.573517	213.440002
1503650751000	-37.843507	145.119580	64.200000	5.400000	6.549840	215.240005
1503650752000	-37.843558	145.119537	63.600000	5.400000	6.749038	216.089996
1503650753000	-37.843608	145.119492	62.600000	5.400000	6.324392	214.800003
1503650754000	-37.843658	145.119455	62.300000	5.400000	6.341378	211.929993
1503650755000	-37.843705	145.119408	61.900000	5.400000	6.167402	218.850006
1503650756000	-37.843748	145.119363	61.500000	5.400000	5.987249	221.559998
1503650757000	-37.843787	145.119318	61.300000	5.400000	5.632605	226.070007
1503650758000	-37.843828	145.119275	61.400000	5.400000	5.865260	225.149994
1503650759000	-37.843870	145.119222	61.600000	5.400000	6.418071	224.820007
1503650760000	-37.843910	145.119168	61.900000	5.400000	6.099973	227.720001
1503650761000	-37.843947	145.119115	61.900000	5.400000	6.010411	232.179993
1503650762000	-37.843982	145.119067	61.800000	5.400000	5.725770	232.009995
1503650763000	-37.844018	145.119008	62.200000	5.400000	6.389247	231.139999
1503650764000	-37.844053	145.118953	62.700000	5.400000	5.770036	229.600006
1503650765000	-37.844092	145.118905	62.700000	5.400000	6.112327	231.509995
1503650766000	-37.844128	145.118853	62.800000	5.400000	6.098944	231.889999
1503650767000	-37.844170	145.118800	62.600000	5.400000	6.278067	225.110001
1503650768000	-37.844210	145.118750	63.200000	5.400000	5.837979	223.929993
1503650769000	-37.844248	145.118698	63.300000	5.400000	5.867833	228.789993
1503650770000	-37.844285	145.118648	63.300000	5.400000	5.961513	230.520004
1503650771000	-37.844325	145.118598	63.400000	5.400000	5.977984	228.860001
1503650772000	-37.844362	145.118552	63.500000	5.400000	5.770551	222.910004
1503650773000	-37.844397	145.118510	63.200000	5.400000	5.564662	225.690002
1503650774000	-37.844433	145.118467	63.300000	5.400000	5.895113	225.440002
1503650775000	-37.844472	145.118413	65.000000	5.400000	5.723711	225.740005
1503650776000	-37.844507	145.118367	65.500000	5.400000	5.629517	231.649994
1503650777000	-37.844538	145.118317	66.200000	5.400000	5.433408	228.619995
1503650778000	-37.844572	145.118268	66.300000	5.400000	5.803493	228.740005
1503650779000	-37.844608	145.118222	66.100000	5.400000	5.714961	231.199997
1503650780000	-37.844640	145.118165	67.600000	5.400000	5.720623	231.550003
1503650781000	-37.844680	145.118108	68.500000	5.400000	5.984675	228.559998
1503650782000	-37.844720	145.118055	69.300000	5.400000	6.070634	222.059998
1503650783000	-37.844760	145.118008	69.000000	5.400000	6.038721	223.380005
1503650784000	-37.844795	145.117965	68.400000	5.400000	5.348993	225.360001
1503650785000	-37.844825	145.117917	68.000000	5.400000	5.748932	226.479996
1503650786000	-37.844857	145.117868	68.500000	5.400000	5.608413	229.059998
1503650787000	-37.844890	145.117820	68.800000	5.400000	5.525028	228.880005
1503650788000	-37.844923	145.117770	68.900000	5.400000	5.799890	228.119995
1503650789000	-37.844955	145.117723	69.000000	5.400000	5.392745	227.309998
1503650790000	-37.844987	145.117675	69.400000	5.400000	5.377818	231.990005
1503650791000	-37.845013	145.117630	69.800000	5.400000	4.988688	232.929993
1503650792000	-37.845042	145.117587	70.000000	5.400000	5.006703	230.029999
1503650793000	-37.845068	145.117545	70.800000	5.400000	4.792064	227.750000
1503650794000	-37.845098	145.117510	71.500000	5.400000	4.663898	222.250000
1503650795000	-37.845128	145.117475	71.700000	5.400000	4.421978	223.740005
1503650796000	-37.845160	145.117438	71.900000	5.400000	4.554777	222.839996
1503650797000	-37.845188	145.117400	72.600000	5.400000	4.293813	226.380005
1503650798000	-37.845212	145.117362	73.300000	5.400000	4.309255	229.059998
1503650799000	-37.845238	145.117325	73.500000	5.400000	4.217119	229.869995
1503650800000	-37.845268	145.117288	73.700000	5.400000	4.197560	227.250000
1503650801000	-37.845297	145.117250	74.000000	5.400000	4.400875	230.179993
1503650802000	-37.845323	145.117208	74.500000	5.400000	4.623750	232.550003
1503650803000	-37.845348	145.117167	74.900000	5.400000	4.454406	233.899994
1503650804000	-37.845375	145.117123	74.800000	5.400000	4.929495	232.610001
1503650805000	-37.845403	145.117082	75.000000	5.400000	4.714856	227.740005
1503650806000	-37.845433	145.117042	75.100000	5.400000	4.740077	226.869995
1503650807000	-37.845463	145.117002	75.200000	5.400000	4.441023	228.910004
1503650808000	-37.845490	145.116965	75.400000	5.400000	4.330873	230.399994
1503650809000	-37.845517	145.116922	76.400000	5.400000	4.094100	230.309998
1503650810000	-37.845537	145.116882	76.600000	5.400000	3.890270	243.929993
1503650811000	-37.845558	145.116837	76.500000	5.400000	4.184691	240.320007
1503650812000	-37.845578	145.116792	76.100000	5.400000	3.894903	240.500000
1503650813000	-37.845597	145.116750	76.300000	5.400000	3.906742	244.679993
1503650814000	-37.845615	145.116710	76.400000	5.400000	3.873285	240.869995
1503650815000	-37.845625	145.116675	75.700000	5.400000	3.542318	247.210007
1503650816000	-37.845638	145.116640	76.600000	5.400000	3.652984	238.910004
1503650817000	-37.845653	145.116605	76.800000	5.400000	3.502685	245.130005
1503650818000	-37.845663	145.116570	77.000000	5.400000	3.282898	252.639999
1503650819000	-37.845670	145.116533	77.200000	5.400000	3.292678	263.000000
1503650820000	-37.845673	145.116495	77.300000	5.400000	3.821298	272.649994
1503650821000	-37.845683	145.116453	77.600000	5.400000	3.654528	246.330002
1503650822000	-37.845700	145.116413	77.500000	5.400000	4.065276	238.919998
1503650823000	-37.845717	145.116367	77.400000	5.400000	4.455950	250.009995
1503650824000	-37.845745	145.116320	76.600000	5.400000	4.573822	252.720001
1503650825000	-37.845752	145.116275	76.400000	5.400000	4.181603	271.609985
1503650826000	-37.845755	145.116228	76.300000	5.400000	4.730812	284.480011
1503650827000	-37.845745	145.116177	76.400000	5.400000	4.853316	293.290009
1503650828000	-37.845728	145.116122	76.400000	5.400000	5.155972	291.269989
1503650829000	-37.845717	145.116067	76.100000	5.400000	5.182223	284.359985
1503650830000	-37.845707	145.116005	75.800000	5.400000	5.697460	284.549988
1503650831000	-37.845695	145.115942	75.700000	5.400000	5.872981	283.549988
1503650832000	-37.845687	145.115877	75.700000	5.400000	5.570838	281.000000
1503650833000	-37.845683	145.115802	75.700000	5.400000	6.291965	278.290009
1503650834000	-37.845672	145.115732	75.800000	5.400000	6.099973	283.309998
1503650835000	-37.845663	145.115660	75.800000	5.500000	6.371747	280.200012
1503650836000	-37.845655	145.115577	75.400000	5.500000	6.248213	279.510010
1503650837000	-37.845657	145.115493	75.000000	5.500000	6.427851	272.369995
1503650838000	-37.845648	145.115423	74.900000	5.500000	5.924453	278.700012
1503650839000	-37.845638	145.115352	74.900000	5.500000	6.298141	282.730011
1503650840000	-37.845635	145.115272	74.800000	5.500000	6.491162	278.850006
1503650841000	-37.845628	145.115188	74.800000	5.500000	6.801539	279.869995
1503650842000	-37.845623	145.115108	74.900000	5.500000	6.663079	276.230011
1503650843000	-37.845602	145.115033	75.200000	5.500000	6.427336	279.600006
1503650844000	-37.845582	145.114967	75.500000	5.500000	5.674812	285.450012
1503650845000	-37.845550	145.114902	75.800000	5.500000	5.693343	295.149994
1503650846000	-37.845532	145.114848	76.300000	5.500000	4.718459	295.540009
1503650847000	-37.845518	145.114793	76.700000	5.500000	4.752430	292.600006
